lyrics_filename,mood,mood_cats,lyrics
Dashboard_Confessional___Keep_Watch_For_The_Mines,anger,3,"""Keep Watch for the Mines LyricsDon't act like you've been silent\nI know how you spread that web of contradictions\nWide like so much cover fire\n\nKeep watch for the mines\nKeep watch for the mines\n\nBe careful who you wave that tongue at 'round here\nI've seen smarter acts than yours get disappeared\nIf you keep swinging that knife all over this town\nYou are bound to get your own back stabbed\nKeep watch for the mines\nThe concealed dangers\nThe traps and the coils of the wires\nWith their sharp razors\n\nThe ditches and the trenches\nAnd the smiles of the gravediggers\nAnd if you're told the answer needs no questioning\nThe answer is a lie\n\nKeep watch for the mines\nKeep watch for the mines\nKeep watch for the mines\nWill they bleed everyone out?\nWill they bleed everyone out?\n\nKeep watch for the mines\nWill they bleed everyone out before they die?\nKeep watch for the mines\nWill they bleed everyone out?\nWill they bleed everyone out?\n\nKeep watch for the mines\nWill they bleed everyone out before they die?\n\nKeep watch for the mines\nThe concealed dangers\nThe traps and the coils of the wires\nWith their sharp razors\nYou might also likeThe ditches and the trenches\nAnd the smiles of the gravediggers\nAnd if you're told the answer needs no questioning\nThe answer is a lie\n\nKeep watch for the mines\nKeep watch for the minesEmbed"", 'default'"
Eels___My_Beloved_Monster,happy,0,"""My Beloved Monster Lyrics[Verse 1]\nMy beloved monster and me\nWe go everywhere together\nWearing a raincoat that has four sleeves\nGets us through all kinds of weather\n\n[Chorus]\nShe will always be the only thing\nThat comes between me and the awful sting\nThat comes from living in a world that's so damn mean\n[Verse 2]\nMy beloved monster is tough\nIf she wants she will destroy you\nBut if you lay her down for a kiss\nHer little heart it could explode\n\n[Chorus]\nShe will always be the only thing\nThat comes between me and the awful sting\nThat comes from living in a world that's so damn mean\n\n[Outro]\nLa la la la la la la la\nLa la la la la laYou might also like2Embed"", 'default'"
Blackfield___Christenings,sad,1,"""Christenings LyricsI met you in a record store\nYou had slept in the clothes you wore\nBut I knew I'd seen you somewhere before\n\nWhat happened to your guitar?\nAnd what happened to the prettiest star?\nCan you still play the songs that got you so far?\n\nHey, you, with your shadow in the gutter\nHow low have you gotta go before you're through?\nHigh times and vodka in the morning\nAll your memories are coming out of your shoes\nBlack dog sitting in the park\nOdd looks from the mothers of the devil's own\nShoplifting, getting your essentials\nGate crashing christenings, funerals\nAnd weddings, too\nI used to see you all the time on MTV\nRead your life story in a magazine\nI guess you thought that's the way it would always be\n\nBut I believe in you\n'Cause I think that'd you'd want me to\nThough I never really liked your songs, it's true\n\nHey, you, with your shadow in the gutter\nHow low have you gotta go before you're through?\nHigh times and vodka in the morning\nAll your memories are coming out of your shoes\nBlack dog sitting in the park\nOdd looks from the mothers of the devil's own\nShoplifting, getting your essentials\nGate crashing christenings, funerals\nAnd weddings, too\n\nHey, you, with your shadow in the gutter\nHow low have you gotta go before you're through?\nHigh times and vodka in the morning\nAll your memories are coming out of your shoes\nBlack dog sitting in the park\nOdd looks from the mothers of the devil's own\nShoplifting, getting your essentials\nGate crashing christenings, funerals\nAnd weddings, tooYou might also likeEmbed"", 'default'"
Connie___Funky_Little_Beat,happy,0,"""Funky Little Beat LyricsI want to get to know you better\nSeems like we both belong together\nYou rock my body like no one did\nFull force, lots of care\n\nBreath to the rhythm as I stare at the way you move\nLots of class as you stomp and grind\nI like that move, boy, you got that groove\nRockin' in the streets to this funky beat\n\nThis funky beat\nFunky little beat Just you and me\nFunky little beat\nRockin' in the streets to this funky beat\nThe beat\nFunky little beat This funky beat\nFunky little beat Just you and me\nFunky little beat\nRockin' in the streets\nRockin' in the street\n\nTwo o'clock, the party's still goin' and\nAll my friends, they're ready to go\nYou turn around, oh, I smile at you\nThat's when you shy down\nForget just what you want to do\n\nI'm gonna let it, you know obviously\nWhat I want you to do to me\nWhy can't you see? It's so easy\nYou and me just rockin' with that beat that beat\n\nFunky little beat Funky little beat\nFunky little beat Just you and me\nFunky little beat Rockin' in the streets\nRockin' with that funky beat that beat\n\nFunky little beat\nFunky little beat\nThat funky beat funky little beat\nRockin' in the streets\nRockin' in the street\nYou might also likeTwo o'clock, the party's still goin' on and\nAll my friends, they're ready to go\nYou turn around, oh, I smile at you\nThat's when you shy down\nI give you all these clues\nAnd you still don't know what to do\nAnd you still don't know what to do\n\nRockin' in the streets to this funky beat\nThe beat\nThe beat\nFunky little beat\nFunky little beat\nThat funky beat funky little beat\nRockin' in the streets\nRockin' in the street\n\nRockin' in, rockin' in...1Embed"", 'default'"
Electric_President___The_Violent_Blue,sad,1,"'The Violent Blue Lyrics[Verse 1]\nThe fog rolls on in from the sea\nLike a curtain draped from the bolts of heaven\nDown here the moon burns through the night\nLike the eyes of strays caught in headlights\nAnd I hear you hum a song I\'d written\n\n[Verse 2]\nAnd the condensation collects on my feet\nAnd my lungs contract as the curtain thickens\nAnd I hear you say you\'d like to see what\'s down beneath the violent blue\nAnd as you say those words my legs turn leaden\n[Verse 3]\nAnd your teeth are two white smears\nThat cut the gray like light behind the clouds\nMy heart is flappin\' like a bird that\'s trapped inside a water cage\nI hear you laughing, saying ""Darling, there\'s no need to fear""\nThat you know how to swim\nWell, let\'s see how well I do\n\n[Outro]\nThis blue ain\'t blue, It\'s velvet black\nA crooked mirror sky\nWe hum like stars and flicker off into the blank and void\nI feel your limbs, they pull me down\nI feel your limbs, they pull me down\nAnd now we\'re too far gone and we\'ll never be foundYou might also likeEmbed', 'default'"
Burt_Bacharach___Ill_Never_Fall_In_Love_Again,happy,0,"""I’ll Never Fall in Love Again LyricsWhat do you get when you fall in love?\nA guy with a pin to burst your bubble\nThat's what you get for all your trouble\nI'll never fall in love again\nI'll never fall in love again\n\nWhat do you get when you kiss a guy?\nYou get enough germs to catch pneumonia\nAfter you do, he'll never phone ya\nI'll never fall in love again\nDon't you know that I'll never fall in love again\nDont' tell me what's it all about\n'Cause I've been there and I'm glad I'm out\nOut of those chains, those chains that bind you\nThat is why I'm here to remind you\n\nWhat do you get when you fall in love?\nYou only get a life of pain and sorrow\nSo for at least until tomorrow\nI'll never fall in love again\nNo, no, I'll never fall in love again\n\nI'm out of those chains, those chains that bind you\nThat is why I'm here to remind you\n\nWhat do you get when you fall in love?\nYou only get lies and pain and sorrow\nSo for at least until tomorrow\nI'll never fall in love again\nDon't you know that I'll never fall in love again\nI'll never fall in love againYou might also likeEmbed"", 'default'"
Feist___I_Feel_It_All,happy,0,"""I Feel It All Lyrics[Refrain]\nI feel it all I feel it all\nI feel it all I feel it all\nThe wings are wide the wings are wide\nWild card inside wild card inside\n\n[Hook]\nOh I'll be the one who'll break my heart\nI'll be the one to hold the gun\n\n[Verse 2]\nI know more than I knew before\nI know more than I knew before\nI didn't rest I didn't stop\nDid we fight or did we talk\n[Hook]\nOh I'll be the one who'll break my heart\nI'll be the one to hold the gun\n\n[Verse 3]\nI love you more\nI love you more\nI don't know what I knew before\nBut now I know I wanna win the war\n\n[Bridge]\nNo one likes to take a test\nSometimes you know more is less\nPut your weight against the door\nKick drum on the basement floor\nStranded in a fog of words\nLoved him like a winter bird\nOn my head the water pours\nGulf stream through the open door\nFly away\nFly away to what you want to make\nHo-o-o-o-o-o-o-o-o-o-ome\n\n[Refrain]\nI feel it all, I feel it all\nI feel it all I feel it all\nThe wings are wide, the wings are wide\nWild card inside, wild card inside\nYou might also like[Hook]\nOh I'll be the one to break my heart\nI'll be the one who'll break my heart\nI'll be the one who'll break my heart\nI'll end it thought you started it\n\n[Outro]\nThe truth lies\nThe truth lied\nAnd lies divide\nLies divide\nHo-o-o-o-o-o-o-o-o-o-ome4Embed"", 'default'"
Gotye___Learnalilgivinanlovin,sad,1,"""Learnalilgivinanlovin Lyrics[Intro]\nOoh ooh whoa\nOoh ooh whoa ah-ah-ah-ah-ah\n\n[Verse 1]\nIf you always tryin' to get to the top\nYou don't get to the bottom of nothin'\nThen you gone before you know it;\nYou'd better stop! STOP!\nLearn a little givin' and lovin'\n[Verse 2]\nIt's been done before Ooh ooh\nC'mon, do it again! Whoa, do it again\n'Cause if it's good Ooh ooh\nThen you should share it round Whoa\nWhat's the use of keeping Whoa\nAll the good things that you've found\nTo yourself?\n\n[Chorus]\nLearn a little, learn a little\nLearn a little givin'\nLearn a little, learn a little\nLearn a little givin' and lovin'\n\n[Verse 3]\nYou don't gotta keep no other man down\nFor you to get up\nThere's no need to worry\nJust don't give away your self-respect\n'cause if it's all you've got left\nThe rest don't really matter now anyway honey\n\n[Refrain]\nGive away love Love, give it!\nGive it for free Ooh ooh\nNo strings attached whoa\nJust don't ask for it back Ooh whoa whoa\nYou might also like[Chorus]\nLearn a little, learn a little ooh ooh whoa\nLearn a little givin' ooh ooh whoa\nLearn a little, learn a little ooh ooh whoa\nLearn a little givin' and ooh ooh whoa\nSTOP!\n\n[Outro]\nGivin'! Learn a little givin' givin'!\nIt's been done before\nC'mon do it again!\nLearn a little, learn a little\nLearn a little givin' and lovin'Embed"", 'default'"
Bic_Runga___Ruby_Nights,sad,1,"""Ruby Nights  Ruby Nights\n\nThe last that I saw\nWith eyes filled with rain\nA waterfall of gold\nIt flickered on his face\nflickered on his face\n\nHe rode to the summit\nAnd waited at the bridge\nI waved him goodbye\nHe vanished o'er the ridge\nvanished o'er the ridge\nMy face to the heavens\nI waited for a sign\nBut only cloudy demons were circling in the sky\ncircling in the sky\n\nI cried to the river\nI cried to the rain\nI begged the ruby night\nTo bring my love again\nbring my love again\n\n*interlude*\n\nThe calling of the tune\nThe slowing of the sun\nInto the ruby night\nA game we will be won\ngame we will be won"
Covenant___Helicopter,sad,1,"""Helicopter LyricsTwenty years ago I rode\nBy helicopter to the sky\nI laughed at gravitation\nFor a moment I was free\n\nThey say I never landed\nYou know they may be right\nIt looks better from above\nWith some distance in between\n\nTo leave is never easy\nPerhaps it shouldn't be\nBut return is even harder\nYes return is harder still\nI often dream of flying\nFar above the city streets\nI beat my wings and leave\nFor Cairo or New York\n\nI can go to many places\nBut there's no one there to meet\nAnd the sky is a lonely place\nJust me and the silent cloudsYou might also likeEmbed"", 'default'"
Amanda_Jenssen___The_Rebounder,happy,0,"""The Rebounder  [Chorus]\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBuh-buh-bye\nDays go\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBye, bye, bye\n\n[Verse 1]\nEach time I'm alone I just think of his voice\nKeep me occupied\nI go out every night just to drown it in noise\nRather dance than hide\n[Bridge 1]\nAnd I don't care who you are\nBut I love you\nJust need someone to hold\nI don't care who you are\nI shall love you\nCause it beats being alone\n\n[Chorus]\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBuh-buh-bye\nDays go\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBye, bye, bye\n\n[Verse 2]\nYou think it's for real cause you read in a book\nThis is the way it is\nI'm sorry to tell you you're someone I took\nA fill in for what I miss\n\n[Bridge 1]\nAnd I don't care who you are\nBut I love you\nJust need someone to hold\nI don't care who you are\nI shall love you\nCause it beats being alone\nYou might also like[Bridge 2]\nAnd I don't care that the truth goes far\nI don't care what we are\nI don't care\nCause I don't need another scar on this worn-out heart\n\n[Bridge 3]\nI don't care who you are\nBut I love you\nJust need someone to hold\nI don't care who you are\nI shall love you\nIt's so hard to be alone\n\n[Chorus]\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBuh-buh-bye\nDays go\nBye-buh-buh-buh-da-bye\nBuh-buh-da-buh-da-buh-bye\nBye, bye, bye"
